shoe_name,release_date,size,avg_price_tw_b,total_volume_tw_b,avg_price_ow_b,total_volume_ow_b,avg_price_rs,total_volume_rs,avg_price_ow_a,total_volume_ow_a,avg_price_tw_a,total_volume_tw_a,avg_price_om_a,total_volume_om_a,avg_price_tm_a,total_volume_tm_a,avg_price_sm_a,total_volume_sm_a
Nike Dunk High fragment design Beijing (2021),2021-06-05,6,0.0,1,0.0,1,222.91176470588235,34,196.88636363636363,220,168.18143459915612,237,166.0,9,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,6.5,0.0,1,0.0,1,240.55172413793105,29,225.95,260,176.0686274509804,204,173.0,7,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,7,0.0,1,680.9090909090909,22,221.22727272727272,22,264.6279863481229,293,180.93630573248407,157,171.0,6,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,7.5,0.0,1,0.0,1,226.84,25,240.5257731958763,291,178.7808988764045,178,173.0,6,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,8,0.0,1,439.25,52,231.36363636363637,22,284.2161172161172,273,188.07432432432432,148,183.6,5,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,8.5,0.0,1,395.65384615384613,52,234.5,22,269.64102564102564,273,191.8918918918919,148,190.8,5,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,9,0.0,1,457.90384615384613,52,240.1904761904762,21,277.58029197080293,274,195.35135135135135,148,190.6,5,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,9.5,0.0,1,409.0192307692308,52,244.4090909090909,22,278.8021978021978,273,198.24324324324326,148,190.8,5,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,10,0.0,1,422.96153846153845,52,250.45454545454547,22,280.007326007326,273,200.8716216216216,148,200.8,5,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,10.5,0.0,1,447.78846153846155,52,252.22727272727272,22,289.24542124542126,273,204.26351351351352,148,191.0,5,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,11,0.0,1,499.078431372549,51,252.0,21,283.35636363636365,275,203.85135135135135,148,196.8,5,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,11.5,0.0,1,541.5833333333334,24,251.4090909090909,22,288.42123287671234,292,214.81410256410257,156,209.66666666666666,6,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,12,0.0,1,509.27272727272725,11,261.60869565217394,23,302.66220735785953,299,211.77018633540374,161,211.0,6,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,12.5,0.0,1,0.0,1,269.04,25,293.3097643097643,297,226.73837209302326,172,221.0,6,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,13,0.0,1,500.0,29,261.59090909090907,22,320.3333333333333,288,212.74193548387098,155,212.66666666666666,6,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nike Dunk High fragment design Beijing (2021),2021-06-05,14,0.0,1,0.0,1,243.37037037037038,27,271.231884057971,276,198.21052631578948,190,193.0,7,0.0,1,0.0,1
Nike Dunk High fragment design Beijing (2021),2021-06-05,15,0.0,1,0.0,1,266.4117647058824,34,241.1336405529954,217,203.90416666666667,240,201.0,9,0.0,1,0.0,1
Nike Dunk Low Brazil (2020),2020-05-21,3.5,0.0,1,0.0,1,610.0,1,428.375,8,287.5,8,293.04761904761904,21,329.07894736842104,38,332.6118421052632,152
Nike Dunk Low Brazil (2020),2020-05-21,4,0.0,1,0.0,1,309.0,1,309.84615384615387,13,272.0,8,277.3809523809524,21,307.05405405405406,37,327.841059602649,151
Nike Dunk Low Brazil (2020),2020-05-21,4.5,0.0,1,0.0,1,354.0,2,317.2857142857143,7,274.77777777777777,9,286.4,20,318.1794871794872,39,362.4868421052632,152
Nike Dunk Low Brazil (2020),2020-05-21,5,0.0,1,0.0,1,310.0,1,290.45454545454544,11,265.1111111111111,9,265.05,20,314.4736842105263,38,338.6953642384106,151
Nike Dunk Low Brazil (2020),2020-05-21,5.5,0.0,1,0.0,1,328.0,2,310.42857142857144,7,279.6666666666667,9,294.0,20,318.15384615384613,39,372.11842105263156,152
Nike Dunk Low Brazil (2020),2020-05-21,6,0.0,1,0.0,1,311.0,1,277.5,8,255.22222222222223,9,256.35,20,295.2105263157895,38,333.81045751633985,153
Nike Dunk Low Brazil (2020),2020-05-21,6.5,0.0,1,0.0,1,307.0,1,280.0,8,260.0,9,260.3,20,326.4736842105263,38,330.00657894736844,152
Nike Dunk Low Brazil (2020),2020-05-21,7,0.0,1,0.0,1,300.0,1,272.25,8,252.77777777777777,9,255.75,20,292.2105263157895,38,312.9019607843137,153
Nike Dunk Low Brazil (2020),2020-05-21,7.5,0.0,1,0.0,1,292.0,1,267.90909090909093,11,254.5,8,258.3333333333333,21,298.7368421052632,38,312.682119205298,151
Nike Dunk Low Brazil (2020),2020-05-21,8,0.0,1,0.0,1,297.0,1,281.57142857142856,14,263.25,8,265.2,20,300.7894736842105,38,305.07284768211923,151
Nike Dunk Low Brazil (2020),2020-05-21,8.5,0.0,1,0.0,1,288.5,2,312.35714285714283,14,259.3333333333333,9,265.4,20,300.0810810810811,37,297.79333333333335,150
Nike Dunk Low Brazil (2020),2020-05-21,9,0.0,1,0.0,1,291.0,1,289.0769230769231,13,262.55555555555554,9,266.9,20,308.10526315789474,38,303.4701986754967,151
Nike Dunk Low Brazil (2020),2020-05-21,9.5,0.0,1,0.0,1,303.0,1,280.0,15,261.22222222222223,9,269.05,20,313.0810810810811,37,309.5466666666667,150
Nike Dunk Low Brazil (2020),2020-05-21,10,0.0,1,0.0,1,293.0,2,291.1666666666667,12,265.6666666666667,9,265.95,20,307.0263157894737,38,308.36,150
Nike Dunk Low Brazil (2020),2020-05-21,10.5,0.0,1,0.0,1,305.0,1,275.75,12,262.8888888888889,9,262.3,20,307.6842105263158,38,308.72185430463577,151
Nike Dunk Low Brazil (2020),2020-05-21,11,0.0,1,0.0,1,297.0,2,284.27272727272725,11,261.55555555555554,9,267.35,20,307.9736842105263,38,316.1920529801325,151
Nike Dunk Low Brazil (2020),2020-05-21,11.5,0.0,1,0.0,1,292.0,1,273.6,10,257.6666666666667,9,262.95,20,312.8421052631579,38,320.14473684210526,152
Nike Dunk Low Brazil (2020),2020-05-21,12,0.0,1,0.0,1,310.0,1,287.5833333333333,12,269.1111111111111,9,269.6,20,316.39473684210526,38,338.0066225165563,151
Nike Dunk Low Brazil (2020),2020-05-21,12.5,0.0,1,0.0,1,291.0,1,296.375,8,309.6666666666667,9,338.7,20,390.92105263157896,38,368.7647058823529,153
Nike Dunk Low Brazil (2020),2020-05-21,13,0.0,1,0.0,1,310.0,1,315.84615384615387,13,263.44444444444446,9,269.75,20,309.8918918918919,37,330.8543046357616,151
Nike Dunk Low Brazil (2020),2020-05-21,14,0.0,1,0.0,1,282.0,1,272.375,8,255.0,9,242.2,20,270.1578947368421,38,316.4342105263158,152
Nike Dunk Low Brazil (2020),2020-05-21,15,0.0,1,0.0,1,235.0,1,236.0,8,215.625,8,206.1904761904762,21,227.42105263157896,38,258.4868421052632,152
Nike Dunk High SP Pure Platinum,2020-11-13,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nike Dunk High SP Pure Platinum,2020-11-13,4,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,161.77005347593584,374
Nike Dunk High SP Pure Platinum,2020-11-13,4.5,0.0,1,0.0,1,207.0,1,194.28571428571428,14,157.125,16,162.83783783783784,37,163.52173913043478,69,179.04347826086956,276
Nike Dunk High SP Pure Platinum,2020-11-13,5,0.0,1,0.0,1,180.0,1,166.85714285714286,14,146.1875,16,152.32432432432432,37,164.0,69,172.2355072463768,276
Nike Dunk High SP Pure Platinum,2020-11-13,5.5,0.0,1,0.0,1,198.0,1,174.14285714285714,14,150.375,16,158.97297297297297,37,169.0144927536232,69,181.6304347826087,276
Nike Dunk High SP Pure Platinum,2020-11-13,6,0.0,1,0.0,1,180.5,2,164.8,15,146.6875,16,148.05555555555554,36,164.4927536231884,69,169.0909090909091,275
Nike Dunk High SP Pure Platinum,2020-11-13,6.5,0.0,1,0.0,1,177.0,2,157.13333333333333,15,143.9375,16,153.22222222222223,36,161.97101449275362,69,169.01818181818183,275
Nike Dunk High SP Pure Platinum,2020-11-13,7,0.0,1,0.0,1,168.0,2,159.73333333333332,15,149.5,16,148.13513513513513,37,160.9264705882353,68,165.23272727272726,275
Nike Dunk High SP Pure Platinum,2020-11-13,7.5,0.0,1,0.0,1,186.0,2,161.5,18,146.5,16,144.61111111111111,36,151.44117647058823,68,156.0952380952381,273
